"geographic name, english","geographic name, french","georaphie type, english","georaphie type, french",census division code,economic region code,province code,canadian heritage region code,Total,"English mother tongue, adjusted","French mother tongue, adjusted","Other mother tongue, adjusted"
Rivière-aux-Outardes,Rivière-aux-Outardes,census subdivision,Subdivision de recensement,cd2496,er2480,pr24,pch02,80, -   ,80, -   
Sept-Îles,Sept-Îles,census subdivision,Subdivision de recensement,cd2497,er2480,pr24,pch02,"25,355",829,"23,982",544
Port-Cartier,Port-Cartier,census subdivision,Subdivision de recensement,cd2497,er2480,pr24,pch02,"6,550",105,"6,383",63
Fermont,Fermont,census subdivision,Subdivision de recensement,cd2497,er2480,pr24,pch02,"2,880",45,"2,808",28
Uashat,Uashat,census subdivision,Subdivision de recensement,cd2497,er2480,pr24,pch02,"1,485",15,258,"1,213"
Maliotenam,Maliotenam,census subdivision,Subdivision de recensement,cd2497,er2480,pr24,pch02,"1,310",10,135,"1,165"
Kawawachikamach,Kawawachikamach,census subdivision,Subdivision de recensement,cd2497,er2480,pr24,pch02,585,20,5,560
Matimekosh,Matimekosh,census subdivision,Subdivision de recensement,cd2497,er2480,pr24,pch02,550,8,23,520
Lac-Walker,Lac-Walker,census subdivision,Subdivision de recensement,cd2497,er2480,pr24,pch02,105,5,100, -   
Blanc-Sablon,Blanc-Sablon,census subdivision,Subdivision de recensement,cd2498,er2480,pr24,pch02,"1,075",745,325,5
Bonne-Espérance,Bonne-Espérance,census subdivision,Subdivision de recensement,cd2498,er2480,pr24,pch02,730,715,10,5
Saint-Augustin,Saint-Augustin,census subdivision,Subdivision de recensement,cd2498,er2480,pr24,pch02,465,450,15, -   
Gros-Mécatina,Gros-Mécatina,census subdivision,Subdivision de recensement,cd2498,er2480,pr24,pch02,505,470,30,5
Câte-Nord-du-Golfe-du-Saint-Laurent,Câte-Nord-du-Golfe-du-Saint-Laurent,census subdivision,Subdivision de recensement,cd2498,er2480,pr24,pch02,955,618,333,5
L'Île-d'Anticosti,L'Île-d'Anticosti,census subdivision,Subdivision de recensement,cd2498,er2480,pr24,pch02,240,5,235, -   
Natashquan,Natashquan,census subdivision,Subdivision de recensement,cd2498,er2480,pr24,pch02,250,5,233,13
Aguanish,Aguanish,census subdivision,Subdivision de recensement,cd2498,er2480,pr24,pch02,275, -   ,275, -   
Baie-Johan-Beetz,Baie-Johan-Beetz,census subdivision,Subdivision de recensement,cd2498,er2480,pr24,pch02,85, -   ,85, -   
Havre-Saint-Pierre,Havre-Saint-Pierre,census subdivision,Subdivision de recensement,cd2498,er2480,pr24,pch02,"3,315",30,"3,275",10
Longue-Pointe-de-Mingan,Longue-Pointe-de-Mingan,census subdivision,Subdivision de recensement,cd2498,er2480,pr24,pch02,480,5,460,15
Rivière-Saint-Jean,Rivière-Saint-Jean,census subdivision,Subdivision de recensement,cd2498,er2480,pr24,pch02,240,3,238, -   
Rivière-au-Tonnerre,Rivière-au-Tonnerre,census subdivision,Subdivision de recensement,cd2498,er2480,pr24,pch02,305, -   ,305, -   
La Romaine,La Romaine,census subdivision,Subdivision de recensement,cd2498,er2480,pr24,pch02,"1,015", -   ,25,990
Natashquan,Natashquan,census subdivision,Subdivision de recensement,cd2498,er2480,pr24,pch02,835, -   ,8,828
Mingan,Mingan,census subdivision,Subdivision de recensement,cd2498,er2480,pr24,pch02,450, -   ,10,440
Lebel-sur-Quévillon,Lebel-sur-Quévillon,census subdivision,Subdivision de recensement,cd2499,er2490,pr24,pch02,"2,155",18,"2,110",28
Matagami,Matagami,census subdivision,Subdivision de recensement,cd2499,er2490,pr24,pch02,"1,525",30,"1,480",15
Chapais V,Chapais V,census subdivision,Subdivision de recensement,cd2499,er2490,pr24,pch02,"1,600",28,"1,555",18
Chibougamau,Chibougamau,census subdivision,Subdivision de recensement,cd2499,er2490,pr24,pch02,"7,505",187,"7,129",189
Baie-James,Baie-James,census subdivision,Subdivision de recensement,cd2499,er2490,pr24,pch02,"1,300",15,"1,273",13
Kuujjuarapik,Kuujjuarapik,census subdivision,Subdivision de recensement,cd2499,er2490,pr24,pch02,660,45,35,580
Umiujaq,Umiujaq,census subdivision,Subdivision de recensement,cd2499,er2490,pr24,pch02,450,15,10,425
Inukjuak,Inukjuak,census subdivision,Subdivision de recensement,cd2499,er2490,pr24,pch02,"1,605",35,33,"1,538"
Kangiqsualujjuaq,Kangiqsualujjuaq,census subdivision,Subdivision de recensement,cd2499,er2490,pr24,pch02,870,28,25,818
Kuujjuaq,Kuujjuaq,census subdivision,Subdivision de recensement,cd2499,er2490,pr24,pch02,"2,350",265,415,"1,670"
Tasiujaq,Tasiujaq,census subdivision,Subdivision de recensement,cd2499,er2490,pr24,pch02,300,5,5,290
Aupaluk,Aupaluk,census subdivision,Subdivision de recensement,cd2499,er2490,pr24,pch02,195,5,10,180
Kangirsuk,Kangirsuk,census subdivision,Subdivision de recensement,cd2499,er2490,pr24,pch02,550,10,20,520
Quaqtaq,Quaqtaq,census subdivision,Subdivision de recensement,cd2499,er2490,pr24,pch02,380,15,18,348
Puvirnituq,Puvirnituq,census subdivision,Subdivision de recensement,cd2499,er2490,pr24,pch02,"1,680",35,98,"1,548"
Akulivik,Akulivik,census subdivision,Subdivision de recensement,cd2499,er2490,pr24,pch02,615,20,10,585
Kangiqsujuaq,Kangiqsujuaq,census subdivision,Subdivision de recensement,cd2499,er2490,pr24,pch02,705,18,28,660
Salluit,Salluit,census subdivision,Subdivision de recensement,cd2499,er2490,pr24,pch02,"1,340",30,55,"1,255"
Ivujivik,Ivujivik,census subdivision,Subdivision de recensement,cd2499,er2490,pr24,pch02,370,5,10,355
Waswanipi,Waswanipi,census subdivision,Subdivision de recensement,cd2499,er2490,pr24,pch02,"1,775",165,58,"1,553"
Mistissini,Mistissini,census subdivision,Subdivision de recensement,cd2499,er2490,pr24,pch02,"3,395",185,113,"3,098"
Waskaganish,Waskaganish,census subdivision,Subdivision de recensement,cd2499,er2490,pr24,pch02,"2,200",105,25,"2,070"
Nemaska,Nemaska,census subdivision,Subdivision de recensement,cd2499,er2490,pr24,pch02,705,25,20,660
Eastmain,Eastmain,census subdivision,Subdivision de recensement,cd2499,er2490,pr24,pch02,760,80,10,670
Wemindji,Wemindji,census subdivision,Subdivision de recensement,cd2499,er2490,pr24,pch02,"1,380",160,20,"1,200"
Chisasibi,Chisasibi,census subdivision,Subdivision de recensement,cd2499,er2490,pr24,pch02,"4,465",267,162,"4,037"
Whapmagoostui,Whapmagoostui,census subdivision,Subdivision de recensement,cd2499,er2490,pr24,pch02,875,63,10,803
South Glengarry,South Glengarry,census subdivision,Subdivision de recensement,cd3501,er3510,pr35,pch03,"13,100","8,578","3,778",745
South Stormont,South Stormont,census subdivision,Subdivision de recensement,cd3501,er3510,pr35,pch03,"12,450","10,207","1,909",334
Cornwall,Cornwall,census subdivision,Subdivision de recensement,cd3501,er3510,pr35,pch03,"45,385","31,063","11,720","2,603"
South Dundas,South Dundas,census subdivision,Subdivision de recensement,cd3501,er3510,pr35,pch03,"10,685","9,734",499,452
North Dundas,North Dundas,census subdivision,Subdivision de recensement,cd3501,er3510,pr35,pch03,"11,100","9,739",899,462
North Stormont,North Stormont,census subdivision,Subdivision de recensement,cd3501,er3510,pr35,pch03,"6,730","4,750","1,705",275
North Glengarry,North Glengarry,census subdivision,Subdivision de recensement,cd3501,er3510,pr35,pch03,"9,995","5,644","3,947",404
East Hawkesbury,East Hawkesbury,census subdivision,Subdivision de recensement,cd3502,er3510,pr35,pch03,"3,340","1,168","2,015",158
Hawkesbury,Hawkesbury,census subdivision,Subdivision de recensement,cd3502,er3510,pr35,pch03,"10,355","1,703","8,246",406
Champlain,Champlain,census subdivision,Subdivision de recensement,cd3502,er3510,pr35,pch03,"8,510","2,973","5,288",250
Alfred and Plantagenet,Alfred and Plantagenet,census subdivision,Subdivision de recensement,cd3502,er3510,pr35,pch03,"9,025","1,930","6,858",238
The Nation / La Nation,The Nation / La Nation,census subdivision,Subdivision de recensement,cd3502,er3510,pr35,pch03,"11,540","3,402","7,812",327
Clarence-Rockland,Clarence-Rockland,census subdivision,Subdivision de recensement,cd3502,er3510,pr35,pch03,"22,915","7,393","14,878",643
Casselman,Casselman,census subdivision,Subdivision de recensement,cd3502,er3510,pr35,pch03,"3,500",615,"2,835",50
Russell,Russell,census subdivision,Subdivision de recensement,cd3502,er3510,pr35,pch03,"15,165","7,723","6,920",523
Ottawa,Ottawa,census subdivision,Subdivision de recensement,cd3506,er3510,pr35,pch03,"872,455","555,489","131,302","185,664"
Edwardsburgh/Cardinal,Edwardsburgh/Cardinal,census subdivision,Subdivision de recensement,cd3507,er3510,pr35,pch03,"6,935","6,403",328,205
Augusta,Augusta,census subdivision,Subdivision de recensement,cd3507,er3510,pr35,pch03,"7,425","6,873",230,323
Prescott,Prescott,census subdivision,Subdivision de recensement,cd3507,er3510,pr35,pch03,"4,165","3,865",143,158
Elizabethtown-Kitley,Elizabethtown-Kitley,census subdivision,Subdivision de recensement,cd3507,er3510,pr35,pch03,"9,330","8,770",233,328
Brockville,Brockville,census subdivision,Subdivision de recensement,cd3507,er3510,pr35,pch03,"21,710","19,897",627,"1,187"
Front of Yonge,Front of Yonge,census subdivision,Subdivision de recensement,cd3507,er3510,pr35,pch03,"2,670","2,530",53,88
Leeds and the Thousand Islands,Leeds and the Thousand Islands,census subdivision,Subdivision de recensement,cd3507,er3510,pr35,pch03,"9,275","8,788",228,260
Gananoque,Gananoque,census subdivision,Subdivision de recensement,cd3507,er3510,pr35,pch03,"5,050","4,753",128,170
Westport,Westport,census subdivision,Subdivision de recensement,cd3507,er3510,pr35,pch03,625,595,15,15
Rideau Lakes,Rideau Lakes,census subdivision,Subdivision de recensement,cd3507,er3510,pr35,pch03,"10,200","9,638",243,320
Athens,Athens,census subdivision,Subdivision de recensement,cd3507,er3510,pr35,pch03,"3,055","2,910",53,93
Merrickville-Wolford,Merrickville-Wolford,census subdivision,Subdivision de recensement,cd3507,er3510,pr35,pch03,"2,715","2,468",160,88
North Grenville,North Grenville,census subdivision,Subdivision de recensement,cd3507,er3510,pr35,pch03,"14,915","13,318",940,658
Montague,Montague,census subdivision,Subdivision de recensement,cd3509,er3510,pr35,pch03,"3,490","3,258",145,88
Smiths Falls,Smiths Falls,census subdivision,Subdivision de recensement,cd3509,er3510,pr35,pch03,"8,880","8,310",295,275
Drummond/North Elmsley,Drummond/North Elmsley,census subdivision,Subdivision de recensement,cd3509,er3510,pr35,pch03,"7,445","7,030",255,160
Tay Valley,Tay Valley,census subdivision,Subdivision de recensement,cd3509,er3510,pr35,pch03,"5,300","5,025",135,140
Perth,Perth,census subdivision,Subdivision de recensement,cd3509,er3510,pr35,pch03,"5,825","5,560",138,128
Beckwith,Beckwith,census subdivision,Subdivision de recensement,cd3509,er3510,pr35,pch03,"6,990","6,413",365,213
Carleton Place,Carleton Place,census subdivision,Subdivision de recensement,cd3509,er3510,pr35,pch03,"9,610","8,788",485,338
Mississippi Mills,Mississippi Mills,census subdivision,Subdivision de recensement,cd3509,er3510,pr35,pch03,"12,120","11,267",429,424
Lanark Highlands,Lanark Highlands,census subdivision,Subdivision de recensement,cd3509,er3510,pr35,pch03,"5,125","4,733",270,123
Frontenac Islands,Frontenac Islands,census subdivision,Subdivision de recensement,cd3510,er3515,pr35,pch03,"1,865","1,738",40,88
Kingston,Kingston,census subdivision,Subdivision de recensement,cd3510,er3515,pr35,pch03,"120,315","103,495","4,618","12,203"
South Frontenac,South Frontenac,census subdivision,Subdivision de recensement,cd3510,er3515,pr35,pch03,"18,120","17,115",393,613
Central Frontenac,Central Frontenac,census subdivision,Subdivision de recensement,cd3510,er3515,pr35,pch03,"4,525","4,315",80,130
North Frontenac,North Frontenac,census subdivision,Subdivision de recensement,cd3510,er3515,pr35,pch03,"1,835","1,690",55,90
Loyalist,Loyalist,census subdivision,Subdivision de recensement,cd3511,er3515,pr35,pch03,"15,100","14,115",388,598
Greater Napanee,Greater Napanee,census subdivision,Subdivision de recensement,cd3511,er3515,pr35,pch03,"15,080","14,453",225,403
Stone Mills,Stone Mills,census subdivision,Subdivision de recensement,cd3511,er3515,pr35,pch03,"7,550","7,270",98,183
Addington Highlands,Addington Highlands,census subdivision,Subdivision de recensement,cd3511,er3515,pr35,pch03,"2,465","2,328",43,95
Tyendinaga,Tyendinaga,census subdivision,Subdivision de recensement,cd3512,er3515,pr35,pch03,"4,140","4,035",28,78
Deseronto,Deseronto,census subdivision,Subdivision de recensement,cd3512,er3515,pr35,pch03,"1,835","1,778",13,45
Belleville,Belleville,census subdivision,Subdivision de recensement,cd3512,er3515,pr35,pch03,"48,615","44,937",712,"2,967"
Quinte West,Quinte West,census subdivision,Subdivision de recensement,cd3512,er3515,pr35,pch03,"42,805","39,158","1,846","1,801"
Stirling-Rawdon,Stirling-Rawdon,census subdivision,Subdivision de recensement,cd3512,er3515,pr35,pch03,"4,880","4,685",43,153
Centre Hastings,Centre Hastings,census subdivision,Subdivision de recensement,cd3512,er3515,pr35,pch03,"4,515","4,293",50,173
Tweed,Tweed,census subdivision,Subdivision de recensement,cd3512,er3515,pr35,pch03,"5,920","5,625",98,198
Madoc,Madoc,census subdivision,Subdivision de recensement,cd3512,er3515,pr35,pch03,"2,195","2,095",20,80
Marmora and Lake,Marmora and Lake,census subdivision,Subdivision de recensement,cd3512,er3515,pr35,pch03,"3,975","3,744",54,177
Tudor and Cashel,Tudor and Cashel,census subdivision,Subdivision de recensement,cd3512,er3515,pr35,pch03,585,555,5,25
Limerick,Limerick,census subdivision,Subdivision de recensement,cd3512,er3515,pr35,pch03,355,335,10,10
Wollaston,Wollaston,census subdivision,Subdivision de recensement,cd3512,er3515,pr35,pch03,705,670, -   ,35
Faraday,Faraday,census subdivision,Subdivision de recensement,cd3512,er3515,pr35,pch03,"1,465","1,393",23,50
Bancroft,Bancroft,census subdivision,Subdivision de recensement,cd3512,er3515,pr35,pch03,"3,765","3,593",50,123
Carlow/Mayo,Carlow/Mayo,census subdivision,Subdivision de recensement,cd3512,er3515,pr35,pch03,900,850,15,35
Hastings Highlands,Hastings Highlands,census subdivision,Subdivision de recensement,cd3512,er3515,pr35,pch03,"4,170","3,918",60,193
Prince Edward County,Prince Edward County,census subdivision,Subdivision de recensement,cd3513,er3515,pr35,pch03,"24,800","23,273",365,"1,163"
Brighton,Brighton,census subdivision,Subdivision de recensement,cd3514,er3520,pr35,pch03,"10,290","9,497",257,537
Cramahe,Cramahe,census subdivision,Subdivision de recensement,cd3514,er3520,pr35,pch03,"6,075","5,773",78,225
Hamilton,Hamilton,census subdivision,Subdivision de recensement,cd3514,er3520,pr35,pch03,"10,710","10,100",145,465
Port Hope,Port Hope,census subdivision,Subdivision de recensement,cd3514,er3520,pr35,pch03,"15,870","15,004",217,649
Cobourg,Cobourg,census subdivision,Subdivision de recensement,cd3514,er3520,pr35,pch03,"17,945","16,679",259,"1,007"
Alnwick/Haldimand,Alnwick/Haldimand,census subdivision,Subdivision de recensement,cd3514,er3520,pr35,pch03,"6,600","6,150",93,358
Alderville First Nation,Alderville First Nation,census subdivision,Subdivision de recensement,cd3514,er3520,pr35,pch03,470,465, -   ,5
Trent Hills,Trent Hills,census subdivision,Subdivision de recensement,cd3514,er3520,pr35,pch03,"12,390","11,745",138,508
Asphodel-Norwood,Asphodel-Norwood,census subdivision,Subdivision de recensement,cd3515,er3520,pr35,pch03,"3,980","3,823",25,133
Otonabee-South Monaghan,Otonabee-South Monaghan,census subdivision,Subdivision de recensement,cd3515,er3520,pr35,pch03,"6,650","6,268",73,310
Hiawatha First Nation,Hiawatha First Nation,census subdivision,Subdivision de recensement,cd3515,er3520,pr35,pch03,360,360, -   , -   
Cavan-Monaghan,Cavan-Monaghan,census subdivision,Subdivision de recensement,cd3515,er3520,pr35,pch03,"8,390","7,935",78,378
Peterborough,Peterborough,census subdivision,Subdivision de recensement,cd3515,er3520,pr35,pch03,"77,575","71,808",990,"4,778"
Smith-Ennismore-Lakefield,Smith-Ennismore-Lakefield,census subdivision,Subdivision de recensement,cd3515,er3520,pr35,pch03,"16,805","15,908",190,708
Curve Lake First Nation 35,Curve Lake First Nation 35,census subdivision,Subdivision de recensement,cd3515,er3520,pr35,pch03,"1,000",938, -   ,63
Douro-Dummer,Douro-Dummer,census subdivision,Subdivision de recensement,cd3515,er3520,pr35,pch03,"6,810","6,513",60,238
Havelock-Belmont-Methuen,Havelock-Belmont-Methuen,census subdivision,Subdivision de recensement,cd3515,er3520,pr35,pch03,"4,525","4,308",55,163
North Kawartha,North Kawartha,census subdivision,Subdivision de recensement,cd3515,er3520,pr35,pch03,"2,290","2,133",25,133
Galway-Cavendish and Harvey,Galway-Cavendish and Harvey,census subdivision,Subdivision de recensement,cd3515,er3520,pr35,pch03,"5,105","4,695",75,335
Kawartha Lakes,Kawartha Lakes,census subdivision,Subdivision de recensement,cd3516,er3520,pr35,pch03,"72,180","68,167",822,"3,192"
Pickering,Pickering,census subdivision,Subdivision de recensement,cd3518,er3530,pr35,pch03,"88,270","70,294","1,244","16,732"
Ajax,Ajax,census subdivision,Subdivision de recensement,cd3518,er3530,pr35,pch03,"109,310","84,553","1,826","22,931"
Whitby,Whitby,census subdivision,Subdivision de recensement,cd3518,er3530,pr35,pch03,"121,035","102,149","2,282","16,604"
Oshawa,Oshawa,census subdivision,Subdivision de recensement,cd3518,er3530,pr35,pch03,"148,235","129,337","3,467","15,432"
Clarington,Clarington,census subdivision,Subdivision de recensement,cd3518,er3530,pr35,pch03,"84,195","77,106","1,583","5,506"
Scugog,Scugog,census subdivision,Subdivision de recensement,cd3518,er3530,pr35,pch03,"21,415","20,083",255,"1,078"
Mississaugas of Scugog Island,Mississaugas of Scugog Island,census subdivision,Subdivision de recensement,cd3518,er3530,pr35,pch03,95,90, -   ,5
Uxbridge,Uxbridge,census subdivision,Subdivision de recensement,cd3518,er3530,pr35,pch03,"20,505","18,855",213,"1,438"
Brock,Brock,census subdivision,Subdivision de recensement,cd3518,er3530,pr35,pch03,"11,105","10,478",80,548
Vaughan,Vaughan,census subdivision,Subdivision de recensement,cd3519,er3530,pr35,pch03,"286,945","136,590","2,270","148,085"
Markham,Markham,census subdivision,Subdivision de recensement,cd3519,er3530,pr35,pch03,"300,675","121,084","2,512","177,079"
Richmond Hill,Richmond Hill,census subdivision,Subdivision de recensement,cd3519,er3530,pr35,pch03,"184,465","77,988","1,716","104,761"
Whitchurch-Stouffville,Whitchurch-Stouffville,census subdivision,Subdivision de recensement,cd3519,er3530,pr35,pch03,"37,345","27,806",418,"9,121"
Aurora,Aurora,census subdivision,Subdivision de recensement,cd3519,er3530,pr35,pch03,"52,790","39,385",853,"12,553"
Newmarket,Newmarket,census subdivision,Subdivision de recensement,cd3519,er3530,pr35,pch03,"79,220","62,023","1,213","15,983"
King,King,census subdivision,Subdivision de recensement,cd3519,er3530,pr35,pch03,"19,785","15,103",200,"4,483"
East Gwillimbury,East Gwillimbury,census subdivision,Subdivision de recensement,cd3519,er3530,pr35,pch03,"22,075","19,444",282,"2,349"
Georgina,Georgina,census subdivision,Subdivision de recensement,cd3519,er3530,pr35,pch03,"43,065","39,048",571,"3,446"
Chippewas of Georgina Island First Nation,Chippewas of Georgina Island First Nation,census subdivision,Subdivision de recensement,cd3519,er3530,pr35,pch03,280,270, -   ,10
Toronto,Toronto,census subdivision,Subdivision de recensement,cd3520,er3530,pr35,pch03,"2,589,090","1,357,399","38,392","1,193,299"
Mississauga,Mississauga,census subdivision,Subdivision de recensement,cd3521,er3530,pr35,pch03,"710,475","353,019","8,962","348,494"
Brampton,Brampton,census subdivision,Subdivision de recensement,cd3521,er3530,pr35,pch03,"521,695","280,590","5,338","235,768"
Caledon,Caledon,census subdivision,Subdivision de recensement,cd3521,er3530,pr35,pch03,"59,220","46,049",647,"12,524"
East Garafraxa,East Garafraxa,census subdivision,Subdivision de recensement,cd3522,er3540,pr35,pch03,"2,585","2,300",25,260
Amaranth,Amaranth,census subdivision,Subdivision de recensement,cd3522,er3540,pr35,pch03,"3,960","3,525",45,390
East Luther Grand Valley,East Luther Grand Valley,census subdivision,Subdivision de recensement,cd3522,er3540,pr35,pch03,"2,720","2,470",38,213
Mono,Mono,census subdivision,Subdivision de recensement,cd3522,er3540,pr35,pch03,"7,525","6,662",84,779
Orangeville,Orangeville,census subdivision,Subdivision de recensement,cd3522,er3540,pr35,pch03,"27,715","25,650",333,"1,733"
Mulmur,Mulmur,census subdivision,Subdivision de recensement,cd3522,er3540,pr35,pch03,"3,370","3,048",43,280
Melancthon,Melancthon,census subdivision,Subdivision de recensement,cd3522,er3540,pr35,pch03,"2,840","2,513",28,300
Shelburne,Shelburne,census subdivision,Subdivision de recensement,cd3522,er3540,pr35,pch03,"5,620","5,325",63,233
Puslinch,Puslinch,census subdivision,Subdivision de recensement,cd3523,er3540,pr35,pch03,"6,990","6,090",90,810
Guelph,Guelph,census subdivision,Subdivision de recensement,cd3523,er3540,pr35,pch03,"121,085","96,694","1,777","22,614"
Guelph/Eramosa,Guelph/Eramosa,census subdivision,Subdivision de recensement,cd3523,er3540,pr35,pch03,"12,330","10,940",168,"1,223"
Erin,Erin,census subdivision,Subdivision de recensement,cd3523,er3540,pr35,pch03,"10,720","9,733",158,830
Centre Wellington,Centre Wellington,census subdivision,Subdivision de recensement,cd3523,er3540,pr35,pch03,"26,350","24,303",278,"1,770"
Mapleton,Mapleton,census subdivision,Subdivision de recensement,cd3523,er3540,pr35,pch03,"9,985","6,857",47,"3,082"
Minto,Minto,census subdivision,Subdivision de recensement,cd3523,er3540,pr35,pch03,"8,095","7,200",50,845
Wellington North,Wellington North,census subdivision,Subdivision de recensement,cd3523,er3540,pr35,pch03,"11,250","9,770",103,"1,378"
Oakville,Oakville,census subdivision,Subdivision de recensement,cd3524,er3550,pr35,pch03,"181,460","128,132","3,664","49,664"
Burlington,Burlington,census subdivision,Subdivision de recensement,cd3524,er3550,pr35,pch03,"174,245","141,811","3,368","29,066"
Milton,Milton,census subdivision,Subdivision de recensement,cd3524,er3550,pr35,pch03,"83,690","59,337","1,444","22,909"
Halton Hills,Halton Hills,census subdivision,Subdivision de recensement,cd3524,er3550,pr35,pch03,"58,715","50,818","1,373","6,523"
Hamilton,Hamilton,census subdivision,Subdivision de recensement,cd3525,er3550,pr35,pch03,"513,170","382,944","7,664","122,562"
Fort Erie,Fort Erie,census subdivision,Subdivision de recensement,cd3526,er3550,pr35,pch03,"29,675","26,541",583,"2,551"
Port Colborne,Port Colborne,census subdivision,Subdivision de recensement,cd3526,er3550,pr35,pch03,"18,035","15,532",904,"1,599"
Wainfleet,Wainfleet,census subdivision,Subdivision de recensement,cd3526,er3550,pr35,pch03,"6,340","5,630",208,503
West Lincoln,West Lincoln,census subdivision,Subdivision de recensement,cd3526,er3550,pr35,pch03,"13,800","12,308",153,"1,340"
Pelham,Pelham,census subdivision,Subdivision de recensement,cd3526,er3550,pr35,pch03,"16,460","14,284",477,"1,699"
Welland,Welland,census subdivision,Subdivision de recensement,cd3526,er3550,pr35,pch03,"50,230","39,618","5,433","5,178"
Thorold,Thorold,census subdivision,Subdivision de recensement,cd3526,er3550,pr35,pch03,"17,605","15,144",422,"2,039"
Niagara Falls,Niagara Falls,census subdivision,Subdivision de recensement,cd3526,er3550,pr35,pch03,"82,000","65,397","1,959","14,644"
Niagara-on-the-Lake,Niagara-on-the-Lake,census subdivision,Subdivision de recensement,cd3526,er3550,pr35,pch03,"15,130","11,627",232,"3,272"
St. Catharines,St. Catharines,census subdivision,Subdivision de recensement,cd3526,er3550,pr35,pch03,"129,110","104,513","3,138","21,458"
Lincoln,Lincoln,census subdivision,Subdivision de recensement,cd3526,er3550,pr35,pch03,"21,935","18,810",300,"2,825"
Grimsby,Grimsby,census subdivision,Subdivision de recensement,cd3526,er3550,pr35,pch03,"25,165","21,803",338,"3,025"
Haldimand County,Haldimand County,census subdivision,Subdivision de recensement,cd3528,er3550,pr35,pch03,"44,340","41,322",439,"2,579"
Norfolk County,Norfolk County,census subdivision,Subdivision de recensement,cd3528,er3550,pr35,pch03,"62,370","53,944",769,"7,657"
Brant,Brant,census subdivision,Subdivision de recensement,cd3529,er3550,pr35,pch03,"35,285","32,208",358,"2,720"
Brantford,Brantford,census subdivision,Subdivision de recensement,cd3529,er3550,pr35,pch03,"92,425","81,330","1,138","9,958"
North Dumfries,North Dumfries,census subdivision,Subdivision de recensement,cd3530,er3540,pr35,pch03,"9,315","8,305",95,915
Cambridge,Cambridge,census subdivision,Subdivision de recensement,cd3530,er3540,pr35,pch03,"125,635","101,011","1,866","22,758"
Kitchener,Kitchener,census subdivision,Subdivision de recensement,cd3530,er3540,pr35,pch03,"216,360","155,937","3,174","57,249"
Waterloo,Waterloo,census subdivision,Subdivision de recensement,cd3530,er3540,pr35,pch03,"97,985","72,181","1,218","24,586"
Wilmot,Wilmot,census subdivision,Subdivision de recensement,cd3530,er3540,pr35,pch03,"19,000","17,023",185,"1,793"
Wellesley,Wellesley,census subdivision,Subdivision de recensement,cd3530,er3540,pr35,pch03,"10,710","6,688",60,"3,963"
Woolwich,Woolwich,census subdivision,Subdivision de recensement,cd3530,er3540,pr35,pch03,"22,790","18,078",180,"4,533"
Stratford,Stratford,census subdivision,Subdivision de recensement,cd3531,er3580,pr35,pch03,"30,520","28,163",256,"2,101"
Perth South,Perth South,census subdivision,Subdivision de recensement,cd3531,er3580,pr35,pch03,"3,985","3,703",28,255
St. Marys,St. Marys,census subdivision,Subdivision de recensement,cd3531,er3580,pr35,pch03,"6,580","6,230",93,258
West Perth,West Perth,census subdivision,Subdivision de recensement,cd3531,er3580,pr35,pch03,"8,810","8,255",45,510
Perth East,Perth East,census subdivision,Subdivision de recensement,cd3531,er3580,pr35,pch03,"11,810","9,083",30,"2,698"
North Perth,North Perth,census subdivision,Subdivision de recensement,cd3531,er3580,pr35,pch03,"12,520","10,997",74,"1,449"
Norwich,Norwich,census subdivision,Subdivision de recensement,cd3532,er3560,pr35,pch03,"10,725","8,920",75,"1,730"
Tillsonburg,Tillsonburg,census subdivision,Subdivision de recensement,cd3532,er3560,pr35,pch03,"15,150","13,302",217,"1,632"
South-West Oxford,South-West Oxford,census subdivision,Subdivision de recensement,cd3532,er3560,pr35,pch03,"7,550","6,399",67,"1,084"
Ingersoll,Ingersoll,census subdivision,Subdivision de recensement,cd3532,er3560,pr35,pch03,"12,020","11,398",128,495
Zorra,Zorra,census subdivision,Subdivision de recensement,cd3532,er3560,pr35,pch03,"8,070","7,487",62,522
East Zorra-Tavistock,East Zorra-Tavistock,census subdivision,Subdivision de recensement,cd3532,er3560,pr35,pch03,"6,620","6,100",50,470
Woodstock,Woodstock,census subdivision,Subdivision de recensement,cd3532,er3560,pr35,pch03,"37,285","33,667",514,"3,104"
Blandford-Blenheim,Blandford-Blenheim,census subdivision,Subdivision de recensement,cd3532,er3560,pr35,pch03,"7,355","6,875",60,420
Bayham,Bayham,census subdivision,Subdivision de recensement,cd3534,er3560,pr35,pch03,"6,995","4,840",78,"2,078"
Malahide,Malahide,census subdivision,Subdivision de recensement,cd3534,er3560,pr35,pch03,"9,015","5,855",60,"3,100"
Aylmer,Aylmer,census subdivision,Subdivision de recensement,cd3534,er3560,pr35,pch03,"7,075","5,118",55,"1,903"
Central Elgin,Central Elgin,census subdivision,Subdivision de recensement,cd3534,er3560,pr35,pch03,"12,590","11,624",127,839
St. Thomas,St. Thomas,census subdivision,Subdivision de recensement,cd3534,er3560,pr35,pch03,"37,220","34,279",467,"2,474"
Southwold,Southwold,census subdivision,Subdivision de recensement,cd3534,er3560,pr35,pch03,"4,400","4,068",43,290
Dutton/Dunwich,Dutton/Dunwich,census subdivision,Subdivision de recensement,cd3534,er3560,pr35,pch03,"3,815","3,540",50,225
